t;Respiration;GSR;Temperature;CFM
19.906;-14.427;-43.118;26.902;60
19.938;-14.443;-43.131;26.915;60
19.969;-14.427;-43.131;26.915;60
20.000;-14.411;-43.131;26.915;59
20.031;-14.427;-43.131;26.915;59
20.063;-14.435;-43.131;26.915;59
20.094;-14.419;-43.131;26.915;59
20.125;-13.741;-43.118;26.952;59
20.156;-14.653;-43.118;26.915;59
20.188;-14.614;-43.118;26.915;59
20.219;-14.575;-43.118;26.915;59
20.250;-14.536;-43.118;26.915;59
20.281;-14.489;-43.118;26.927;59
20.313;-14.474;-43.118;26.927;59
20.344;-14.38;-43.118;26.927;59
20.375;-14.365;-43.131;26.927;59
20.406;-14.302;-43.131;26.927;59
20.438;-14.24;-43.131;26.927;59
20.469;-14.185;-43.131;26.927;59
20.500;-14.068;-43.131;26.927;59
20.531;-14.006;-43.131;26.927;59
20.563;-14.209;-43.118;26.94;59
20.594;-14.084;-43.118;26.94;59
20.625;-13.975;-43.118;26.927;59
20.656;-13.881;-43.118;26.94;59
20.688;-13.795;-43.118;26.94;59
20.719;-13.702;-43.118;26.94;59
20.750;-13.6;-43.118;26.94;59
20.781;-13.468;-43.118;26.94;59
20.813;-13.413;-43.131;26.94;59
20.844;-13.397;-43.131;26.94;59
20.875;-13.351;-43.131;26.94;59
20.906;-13.351;-43.131;26.94;59
20.938;-13.288;-43.131;26.94;59
20.969;-13.226;-43.131;26.94;59
21.000;-13.436;-43.131;26.952;59
21.031;-13.335;-43.131;26.952;59
21.063;-13.28;-43.131;26.952;59
21.094;-13.179;-43.131;26.94;59
21.125;-13.093;-43.131;26.952;59
21.156;-13.039;-43.131;26.952;59
21.188;-12.968;-43.131;26.952;59
21.219;-12.929;-43.131;26.952;59
21.250;-12.851;-43.131;26.952;59
21.281;-12.789;-43.131;26.952;59
21.313;-12.734;-43.131;26.952;59
21.344;-12.695;-43.131;26.952;59
21.375;-12.649;-43.131;26.952;59
21.406;-12.563;-43.131;26.952;59
21.438;-12.797;-43.131;26.965;59
21.469;-12.727;-43.131;26.952;59
21.500;-12.641;-43.131;26.952;59
21.531;-12.586;-43.131;26.965;59
21.563;-12.493;-43.131;26.965;59
